LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
dismountPrompt,sakatu {{MenuButton}} jaisteko,press {{MenuButton}} to dismount,,,
line:3e3c75,ah beste arau bat ahaztu dut,okay i forgot one more rule,,Original,VolleyballGameStart
line:e6c2eb,bai?,ok?,,Player,VolleyballGameStart
line:706732,KANTXAN TXALUPARIK EZ!,NO BOATS ON COURT!,,Original,VolleyballGameStart
line:2344d5,atera gauza hori hemendik!,get that thing outta here!,,Original,VolleyballGameStart
line:129978,ah beste arau bat ahaztu dut,alright i forgot one more rule,,Original,VolleyballGameMain
line:11199c,bai?,ok?,,Player,VolleyballGameMain
line:c56917,KANTXAN TXALUPARIK EZ!,NO BOATS ON COURT!,,Original,VolleyballGameMain
line:87ce07,atera gauza hori hemendik!,get that thing outta here!,,Original,VolleyballGameMain
line:a07a76,ongi,well,,Player,FishBuyerStart
line:8fa496,egia esan gauza beste\ngauza bati buruz galdetu nahi dizut...,i actually wanted to ask\nyou about something else...,,Player,FishBuyerStart
line:d5c01f,{{Transition}},{{Transition}},,Player,AuntDynamic
line:b2a142,txalupa bat gidatu nuen arrapala batetik!,i drove a boat off a ramp!!,,Player,AuntDynamic
line:eb16f6,zuk ZER?,you WHAT?,,Original,AuntDynamic
line:57cf5f,txalupa bat gidatu nuen arrapala batetik!,i drove a boat off a ramp!,,Player,AuntDynamic
line:a2e608,bai baina,yes but,,Original,AuntDynamic
line:4f5037,ongi,well,,Original,AuntDynamic
line:61048d,ez dirudi oso segurua,that doesn't sound safe,,Original,AuntDynamic
line:ec0fb9,inondik ere ez zen!,it definitely wasn't!,,Player,AuntDynamic
line:cbf1c5,CLAIRE!!,CLAIRE!!,,Original,UsedVehicleInRace
line:47b664,BENETAN ari zara!?,are you SERIOUS!?,,Original,UsedVehicleInRace
line:aa5358,motordun txalupa bat\nzure ibilbidean sartzen...,incorporating a motorboat\ninto your route...,,Original,UsedVehicleInRace
line:8e613b,HORRA HOR 2.\nmailako jokaldia!,now THAT's a level 2\nplay right there!,,Original,UsedVehicleInRace
line:0aa571,"ha, milesker!","ha, thanks!",,Player,UsedVehicleInRace
line:1491a8,beldur nintzen ez ote\nzen tranpa izango!,i was worried it might\ncount as cheating!,,Player,UsedVehicleInRace
line:a12381,tranpetan!?,cheating!?,,Original,UsedVehicleInRace
line:112b26,ez zait burutik\nPASA ERE EGIN!,i hadn't even\nthought of THAT!,,Original,UsedVehicleInRace
line:ea9ec6,hmm,hmm,,Original,UsedVehicleInRace
line:40d4b1,hobe badaezpada parkour\neskuliburu ofizialean egiaztatzen badut...,maybe i'd better check the\nofficial parkour handbook...,,Original,UsedVehicleInRace
line:cc39c9,badaezpada ere!,just in case!,,Original,UsedVehicleInRace
line:c8f95a,hmmmmmm,hmmmmmm,,Original,UsedVehicleInRace
line:8fffed,aha!,aha!,,Original,UsedVehicleInRace
line:fab3d5,6.4 atala...,section 6.4...,,Original,UsedVehicleInRace
line:e08d40,"""Parkour Lasterketetan\nIbilgailuen Erabilerari Dagokionez""","""Regarding The Use Of\nVehicles During Parkour Races""",,Original,UsedVehicleInRace
line:4f6498,...,...,,Original,UsedVehicleInRace
line:179581,hmm,hmm,,Original,UsedVehicleInRace
line:da9a01,ai ene,aw darn,,Original,UsedVehicleInRace
line:c34403,"""Motordun ibilgailuen erabilera\ndebekatuta dago araututako\nEDOZEIN parkour lasterketatan...""","""Motorized vehicle operation is\nforbidden during ANY regulation\ncompliant parkour race...""",,Original,UsedVehicleInRace
line:66255b,"""...e-bizikletak salbuespen\ndirelarik, ikus 8.3 atala""","""...exceptions for e-bikes can\napply, see section 8.3""",,Original,UsedVehicleInRace
line:387257,tira ba,well,,Original,UsedVehicleInRace
line:852f84,badirudi tranpak\negin daitezkeela azken finean!,it sounds like it might\nbe cheating after all!,,Original,UsedVehicleInRace
line:5a580c,barkatu!,sorry!,,Original,UsedVehicleInRace
line:69cc47,"ba, nire errua!","nah, my bad!",,Player,UsedVehicleInRace
line:55d6ed,"nire esku balego, motordun\ntxalupa baimenduko nuke!","if it was up to me,\ni'd allow the motorboat!",,Original,UsedVehicleInRace
line:2b40d2,baina araudia bete behar dugu!,but we gotta follow regulation!,,Original,UsedVehicleInRace
line:34e175,ups!,oops!,,Player,UsedVehicleInRace
line:15deec,ahaztu egin zait,i forgot,,Player,UsedVehicleInRace
line:2ee729,hara...,ugh...,,Original,KidDeerStart
line:a71e28,aaaAGGHHHHHH...,uuuUGGHHHHHH...,,Original,KidDeerStart
line:e8cad6,hm,um,,Player,KidDeerStart
line:ba0be1,ongi al zaude?,are you ok?,,Player,KidDeerStart
line:906e6c,ez...,no...,,Original,KidDeerStart
line:43ca47,ez!,i'm not!,,Original,KidDeerStart
line:465c91,HILTZEN ARI NAIZ!!,I'M DYING!!!,,Original,KidDeerStart
line:5d9ab3,!?,!?,,Player,KidDeerStart
line:27f266,...ASPERDURAZ!,...OF BOREDOM!!,,Original,KidDeerStart
line:afdb39,oh,oh,,Player,KidDeerStart
line:dc1d7a,*eztul eztul*,*cough cough*,,Original,KidDeerStart
line:5bd58a,hau arazo oso\nlarria da,this is a very\nserious problem,,Original,KidDeerStart
line:822153,ba al dut...,is there...,,Player,KidDeerStart
line:016e51,nik zerbait egiterik?,anything i can do?,,Player,KidDeerStart
line:267ad6,txalupan ibiltzea besterik ez nuen nahi,all i wanted to do was ride the boat,,Original,KidDeerStart
line:849465,baina eeeeeez,but noooooo,,Original,KidDeerStart
line:bb943d,"""ez duzu baimenik""","""you're not allowed""",,Original,KidDeerStart
line:d7811b,"""zaharragoa izan\narte itxaron behar duzu""","""you have to wait\nuntil you're older""",,Original,KidDeerStart
line:ffa4a8,ba jakin ezazu,well guess what,,Original,KidDeerStart
line:db0c4a,zaharra naiz!,i'm older now!!,,Original,KidDeerStart
line:d21402,hori duela bost minutu izan duk!,that was five minutes ago!,,DadDeer,KidDeerStart
line:9bb25d,agh,ugh,,Original,KidDeerStart
line:4039dd,traola inoizko aitarik txarrena!!,hashtag worst dad ever!!,,Original,KidDeerStart
line:c84c06,orain hago hor!,now hold on there!,,DadDeer,KidDeerStart
line:8c0c33,gero aterako haut,i'll take you out later,,DadDeer,KidDeerStart
line:fadf32,baina gero hemendik\nmilioi bat urtera da...,but later is a\nmillion years away...,,Original,KidDeerStart
line:b39d62,ai ene...,oh woe is me...,,Original,KidDeerStart
line:46c240,ez naiz inoiz ontzian ibiliko,i'll never get to ride the boat,,Original,KidDeerStart
line:ed5e58,*eztul eztul*,*cough cough*,,Original,KidDeerStart
line:408710,zergatik da mundua\nhain krudela?!,why must the world\nbe so cruel?!,,Original,KidDeerStart
line:388a4e,aizu claire,hey claire,,Original,DadDeerStart
line:df649e,zer moduz?,how's it going?,,Original,DadDeerStart
line:dfb032,hm,um,,Player,DadDeerStart
line:8b4495,ongi nago,i'm alright,,Player,DadDeerStart
line:e243fc,zer moduz negozioa?,how's business?,,Player,DadDeerStart
line:43809e,lasai,quiet,,Original,DadDeerStart
line:5809db,irakurtzeko denbora\nematen dit behintzat!,at least i'm getting some\ngood reading time in!,,Original,DadDeerStart
line:122de8,motordun ontzia erreserbatuta dago gaur?,is the motorboat booked today?,,Player,DadDeerStart
line:388aed,"ezpa, oraindik ez","nope, not yet",,Original,DadDeerStart
line:4c35a6,buelta bat eman nahi duzu?,you wanna take it for a spin?,,Original,DadDeerStart
line:b45743,alokairuaren kuota 100 txanponekoa da,the rental fee is 100 coins,,Original,DadDeerStart
line:82f28d,bai!,yes!!,Dialogue choice.,Player,DadDeerStart
line:67ba47,buelta bat eman NAHI DUT!,i DO wanna take it for a spin!,,Player,DadDeerStart
line:fe7c87,noski baietz!,sure thing!,,Original,DadDeerStart
line:277232,mez,nah,Dialogue choice.,Player,DadDeerStart
line:676e79,agian geroago,maybe later,,Original,DadDeerStart
line:e40407,ongi da,alright,,Original,DadDeerStart
line:370405,gero hitz egin!,talk to you later!,,Original,DadDeerStart
line:5eb4ae,kaixo berriro,hello again,,Original,DadDeerStart
line:d5c3a6,zer berri?,what's new?,,Original,DadDeerStart
line:ae3809,aloka dezaket ontzia?,can i rent the boat?,Dialogue choice.,Player,DadDeerStart
line:2b9c2a,jakina!,of course!,,Original,DadDeerStart
line:59d52b,egun osorako 100\ntxanpon bakarrik,it's just 100 coins\nfor the whole day,,Original,DadDeerStart
line:7e55d1,"askorik ez, zuk?","not much, you?",Dialogue choice.,Player,DadDeerStart
line:43cae9,eta...,and...,,Original,DadDeerRent
line:9334cb,hemen duzu giltza!,here's the key!,,Original,DadDeerRent
line:66e44a,oh,oh,,Original,DadDeerRent
line:207ecf,eta eh,and uh,,Original,DadDeerRent
line:2dffad,irakurri duzu probintziako motordun txalupen\nsegurtasun eta operazioen gida?,you've read the provincial motorboating\nsafety and operations guide eh?,,Original,DadDeerRent
line:958f3a,hm,um,,Player,DadDeerRent
line:902ce4,bai!,yeah!,Dialogue choice.,Player,DadDeerRent
line:703c5a,primeran!,great!,,Original,DadDeerRent
line:e76b55,"ederki, ongi pasa hor kanpoan!","welp, have a good time out there!",,Original,DadDeerRent
line:ff9a51,...bai?,...yeah?,Dialogue choice.,Player,DadDeerRent
line:7750eb,tira...,well...,,Original,DadDeerRent
line:fcb8db,badaezpada ere,just in case,,Original,DadDeerRent
line:7c2557,nirea maileguan har dezakezu,you can borrow mine,,Original,DadDeerRent
line:f6dcbe,ongi pasa!,have a good time out there!,,Original,DadDeerRent
line:1f2a55,eh,uh,,Player,DadDeerRent
line:e2fa37,txanponez juxtu antzean nabil,i'm a bit short on cash,,Player,DadDeerRent
line:2c8a89,gero itzuliko naiz!,i'll come back later!,,Player,DadDeerRent
line:a96655,hementxe egonean,just standing here,,Original,DadDeerWhatUp
line:9ef62d,...,...,,Original,DadDeerWhatUp
line:b36f01,plan ona,it's pretty good,,Original,DadDeerWhatUp
line:26b506,kaixo,hey,,Original,DadDeerRented
line:4f2175,"zer moduz, claire?","what's up, claire?",,Original,DadDeerRented
line:74402b,TXALUPAREKIN ARAZOREN BAT DAGO,SOMETHING IS WRONG WITH THE BOAT,Dialogue choice.,Player,DadDeerRented
line:249dba,eh,uh,,Original,DadDeerRented
line:16db2b,zer?,what?,,Original,DadDeerRented
line:7c995c,BARKATU!,SORRY!,,Player,DadDeerRented
line:e80d92,hm,um,,Player,DadDeerRented
line:179ab1,motorrak zarata arraroa egiten du...,the engine's making a weird noise...,,Player,DadDeerRented
line:924f07,hmm,hmm,,Original,DadDeerRented
line:ba347c,tira ba,well,,Original,DadDeerRented
line:b3c873,ikus dezagun,let's take a look at it,,Original,DadDeerRented
line:d87f95,"ehh, ainguratuko didazu txalupa?","uhh, can you anchor the boat for me?",Dialogue choice.,Player,DadDeerRented
line:c9cf7f,DENA ONGI DAGO!,EVERYTHING'S FINE!,Dialogue choice.,Player,DadDeerRented
line:85db07,bai...,uh...,,Original,DadDeerRented
line:4779ab,pozten al zara hori entzuteaz?,glad to hear it?,,Original,DadDeerRented
line:4f0f31,ze martxa?,what's up?,,Player,DadDeerRented
line:dc9c53,kaixo,hey,,Player,DadDeerRented
line:378b0c,"zer moduz, claire?","what's up, claire?",,Player,DadDeerRented
line:e42e3b,ainguratuko didazu txalupa?,can you anchor the boat for me?,Dialogue choice.,Player,DadDeerRented
line:a2fbb3,zer moduz liburua?,how's the book?,Dialogue choice.,Player,DadDeerRented
line:bc08c1,ezer berezirik ez!,nothing really!,Dialogue choice.,Player,DadDeerRented
line:b4bcf2,"ezer berezirik ez, zu?","nothin' much, you?",Dialogue choice.,Player,DadDeerRented
line:12b632,hau errepasatuko dut...,i'll just skim through this...,,Player,BoatManualStart
line:4006dc,zera...,so...,,Player,BoatManualStart
line:f0695c,sakatu <color=red>{{InteractButton}}</color> azeleratzeko,press <color=red>{{InteractButton}}</color> to accelerate,,Player,BoatManualStart
line:01c3ac,<color=red>{{UseItemButton}}</color> atzera egiteko,<color=red>{{UseItemButton}}</color> to reverse,,Player,BoatManualStart
line:eb4921,<color=red>{{MenuButton}}</color> jaisteko,<color=red>{{MenuButton}}</color> to dismount,,Player,BoatManualStart
line:ed2749,eta <color=red>{{RunButton}}</color> klaxona jotzeko!,and <color=red>{{RunButton}}</color> to honk!,,Player,BoatManualStart
line:17d9b0,nahiko erraza dirudi,sounds easy enough,,Player,BoatManualStart
line:7bba76,...,...,,Player,BoatManualStart
line:a9391c,hau ere badio,it also says,,Player,BoatManualStart
line:04d1b4,"""ontzi-jokabide desegoki baten\nondorioz, zure ontzia trabatuta\ngeratzen bada,""","""if your boat becomes stuck due\nto improper boating conduct,""",,Player,BoatManualStart
line:df5fa4,"""EZ ikaratu!""","""do NOT panic!""",,Player,BoatManualStart
line:782d29,"""nahiz eta lotsa sentitu,\nzure harrotasuna irentsi eta eskatu laguntza\nitsasturi beterano bati!""","""although you may feel embarrassed,\nswallow your pride and ask for help\nfrom a boating veteran!""",,Player,BoatManualStart
line:332024,eh,eh,,Player,BoatManualStart
line:f4a974,ongi egongo naiz,i should be fine,,Player,BoatManualStart
line:1ef4a0,badirudi martxan jartzeko\ngiltza bat behar dela,looks like it needs\na key to start,,Original,NoBoatKeyStart
line:8e64b4,atera zaitzaket!,i could take you out!,Dialogue choice.,Player,OfferBoat
line:0961f2,ITXARON,WAIT,,Original,OfferBoat
line:7eb40f,benetan ari zara?!,are you for real?!,,Original,OfferBoat
line:139388,bai!,yeah!,,Player,OfferBoat
line:178cbe,ontzia alokairuan dut orain!,i'm renting the boat now!,,Player,OfferBoat
line:58a1a9,aiamamaitea!!,omigosh!!,,Original,OfferBoat
line:551c4e,"AITA, CLAIREKIN\nNABITATZERA NOA",DAD I'M GOING\nBOATING WITH CLAIRE,,Original,OfferBoat
line:bd1c6e,ooongi da ongi pasa,oookay have fun,,DadDeer,OfferBoat
line:48f067,CLAIRE ONENA ZARA,CLAIRE YOU'RE THE BEST,,Original,OfferBoat
line:f64a4f,utzidazu prestatzen...,just let me get ready...,,Original,OfferBoat
line:56af4f,...laster hobeto sentituko zara?,...feel better soon?,Dialogue choice.,Player,OfferBoat
line:af6312,*sniff*,*sniff*,,Original,OfferBoat
line:d01b24,agian egunen batean...,maybe somedaay...,,Original,OfferBoat
line:065de4,oh ziur,oh sure,,Original,DadDeerNeedHelp
line:f4ff7d,ekar dezagun etxera!,let's bring her home!,,Original,DadDeerNeedHelp
line:c5381a,estu ainguratuta dago!,she's already anchored tight!,,Original,DadDeerNeedHelp
line:fbfa79,nire aitak bere fantasiazko\neleberrietako bat irakurtzen nauka,my dad's got me reading\none of his fantasy novels,,Original,KidDeerChillStart
line:f7663f,hasieran ezin nuen sinetsi,it sounded kinda lame at first,,Original,KidDeerChillStart
line:71f814,ia erregutu behar izan\nzidan irakur nezan.,he practically had to\nbeg me to read it,,Original,KidDeerChillStart
line:3c6b43,baina badakizu,but you know,,Original,KidDeerChillStart
line:34394e,ez da hain txarra,it's not that bad,,Original,KidDeerChillStart
line:e81639,"zer berri, claire?","what's new, claire?",,Original,KidDeerChillStart
line:c80bd3,berriro nabigatu nahi duzu?,you wanna go boating again?,Dialogue choice.,Player,KidDeerChillStart
line:29b3e1,uste nuen ez zenuela inoiz galdetuko!,i thought you'd never ask!,,Original,KidDeerChillStart
line:395498,ikusi arte!,see ya!,Dialogue choice.,Player,KidDeerChillStart
line:64bfab,ez nuke zu izan nahi!,wouldn't wanna be ya!,,Original,KidDeerChillStart
line:6c531c,txantxa,jk,,Original,KidDeerChillStart
line:6e6195,jatorra zara,you're cool,,Original,KidDeerChillStart
line:8d7d52,bakea,peace,,Original,KidDeerChillStart
line:dad4d7,ba zalantzan nenbilen...,so i was wondering...,,Original,KidBoatFastPlease
line:3b9b4a,bai?,yeah?,,Player,KidBoatFastPlease
line:52bae3,azkar joan gaitezke?,can we go fast?,,Original,KidBoatFastPlease
line:52d037,adibidez,like,,Original,KidBoatFastPlease
line:301a90,OSO azkar?,REALLY fast?,,Original,KidBoatFastPlease
line:4e379f,itsasontziak ahal duena bezain azkar?,as fast as the boat will go?,,Original,KidBoatFastPlease
line:e0dbbd,saiatuko naiz!,i'll try!,,Player,KidBoatFastPlease
line:dacc48,eutsi {{JumpButton}} motorra erreboluzionatzeko!,hold {{JumpButton}} to rev the engine!,,Player,KidBoatFastPlease
line:2447a4,ikus dezagun\ntramankulu honen abiadura!!,let's see how fast\nthis thing can go!!,,Player,KidBoatFastPlease
line:a87539,HORI da abiadura!,now THAT'S speed!,,Original,KidBoatRequestChallenge
line:9d3033,nire aita ez da inoiz\nniregatik hain azkar joaten!,my dad never goes\nthat fast for me!,,Original,KidBoatRequestChallenge
line:ba1488,horrek gogorarazten dit...,which reminds me...,,Original,KidBoatRequestChallenge
line:eaea8e,duela egun batzuk\nerronka txoro\nhau bururatu zitzaidan,a few days ago i came\nup with this sick\nboating challenge,,Original,KidBoatRequestChallenge
line:334cee,baina aita ez zen saiatu ere egiten!,but dad wouldn't even try it!,,Original,KidBoatRequestChallenge
line:b8d344,saiatuko al zara?,would you give it a try?,,Original,KidBoatRequestChallenge
line:f4fed1,zergatik ez?,why not?,Dialogue choice.,Player,KidBoatRequestChallenge
line:3dc436,agian geroago.,maybe later,Dialogue choice.,Player,KidBoatRequestChallenge
line:47be8c,oh,aw,,Original,KidBoatRequestChallenge
line:755c92,ok,okay,,Original,KidBoatRequestChallenge
line:b4399f,beraz...,so...,,Original,KidBoatRequestChallenge
line:3f999a,hm,um,,Original,KidBoatRequestChallenge
line:e3652a,nire erronka probatu nahi duzu?,you wanna try my boating challenge?,,Original,KidBoatRequestChallenge
line:80c6ea,nire txalupa erronka\nprobatu nahi duzu berriro?,you wanna try my\nboating challenge again?,,Original,KidBoatRequestChallenge
line:c12810,egin dezagun!,let's do it!,Dialogue choice.,Player,KidBoatRequestChallenge
line:b83e30,orain ez,not now,Dialogue choice.,Player,KidBoatRequestChallenge
line:a64e7b,oh,aw,,Original,KidBoatRequestChallenge
line:8ea37b,ok,okay,,Original,KidBoatRequestChallenge
line:eabb51,utz zaitzaket?,can i drop you off?,Dialogue choice.,Player,KidBoatRequestChallenge
line:d00d5a,A BAI!!,AW YES!!,,Original,StartBoatChallenge
line:55002d,IZUGARRIA ZARA CLAIRE!!,YOU ROCK CLAIRE!!,,Original,StartBoatChallenge
line:aed3dd,gauza batzuk prestatu behar ditut,i gotta set some stuff up,,Original,StartBoatChallenge
line:ab39a2,berehala nator!,i'll be right back!,,Original,StartBoatChallenge
line:ea4014,ouuuuuuuuu bai!,awwwwwwww yeah!,,Original,StartBoatChallenge
line:c79efb,egin dezagun!,let's do it!,,Original,StartBoatChallenge
line:e24796,"beraz, hona hemen azalpena!",so here's the sitch!,,Original,BeforeBoatRaceStart
line:0d551d,kontrol-puntu sorta\nbat prestatu dut uretan,i set up a bunch of\ncheckpoints in the water,,Original,BeforeBoatRaceStart
line:a38f6c,egin behar duzun guztia\ndenak ordenean jotzea da!,all you've got to do is\nhit them all in order!,,Original,BeforeBoatRaceStart
line:5c92db,2 minututik behera amaitzen baduzu,if you finish in under 2 minutes,,Original,BeforeBoatRaceStart
line:a00093,zu irabazle!,then you win!,,Original,BeforeBoatRaceStart
line:b82644,ok,okay,,Player,BeforeBoatRaceStart
line:1423bf,egin dezakedala uste dut!,i think i can do that!,,Player,BeforeBoatRaceStart
line:ea6bd1,presta zaitezte!,get ready!,,Player,BeforeBoatRaceStart
line:d7b2d5,mugitu egin behar dugu!,we've gotta get moving!,,Original,KidBoatRaceActive
line:4ef106,zer da?,what is it?,,Original,KidBoatRaceActive
line:d4c7e0,berriro hasi nahi dut,i wanna start over,Dialogue choice.,Player,KidBoatRaceActive
line:b4c94a,ongi ongi,fine fine,,Original,KidBoatRaceActive
line:0f388e,goazen bada atzera,let's head back then,,Original,KidBoatRaceActive
line:8256ba,amore ematen dut,i give up,Dialogue choice.,Player,KidBoatRaceActive
line:4455c6,aw,aw,,Original,KidBoatRaceActive
line:ebefab,ok,ok,,Original,KidBoatRaceActive
line:494ec0,ezer berezirik ez,nothing really,Dialogue choice.,Player,KidBoatRaceActive
line:1d011e,segundo ederrak galtzen ari gara!,we're wasting precious seconds!!,,Original,KidBoatRaceActive
line:f6f689,aizu claire,hey claire,,Original,KidBoatRaceRunAway
line:ba27f5,zuk...,did you...,,Original,KidBoatRaceRunAway
line:4de3b8,...nire erronka ahaztu duzu?,...forget about my challenge?,,Original,KidBoatRaceRunAway
line:f76fad,txalupatik jaitsi\nzarenean harritu egin naiz,i was surprised when\nyou got off the boat,,Original,KidBoatRaceRunAway
line:bad460,barkatu!,sorry!,,Player,KidBoatRaceRunAway
line:9192d3,oharkabean egin dut!,i just got distracted!,,Player,KidBoatRaceRunAway
line:9a9206,ontzian egon behar duzu\nerronkak iraun bitartean!,you've gotta stay on the\nboat for the whole challenge!,,Player,KidBoatRaceRunAway
line:455f3f,barka!,sorry!,,Player,KidBoatRaceRunAway
line:a7e924,ba eh,so uh,,Original,KidBoatAbandoned
line:523841,pixko bat aspertu naiz\ntxalupan zain egoteaz,i got a little bored waiting\naround in the boat,,Original,KidBoatAbandoned
line:0abeee,beraz bueltan ekarri dut,so i drove it back here,,Original,KidBoatAbandoned
line:cf4776,hm,um,,Original,KidBoatAbandoned
line:f9a15b,"ez esan aitari, ados?","don't tell dad, ok?",,Original,KidBoatAbandoned
line:f1f691,txalupa etxera ekarri dut berriro!,i drove the boat home again!,,Original,KidBoatAbandoned
line:cfd474,nahiko ona naiz honetan!,i think i'm pretty good at this!,,Original,KidBoatAbandoned
line:234b93,...,...,,Original,CrashedBoatStart
line:510557,UAU,WOAH,,Original,CrashedBoatStart
line:ab7e27,ba,well,,Original,CrashedBoatStart
line:516f65,zoragarria izan da,that was awesome,,Original,CrashedBoatStart
line:e1315b,hori zorakeria bat izan da,that was crazy,,Player,CrashedBoatStart
line:a7bdf9,zorakeria zoragararria,crazy awesome,,Original,CrashedBoatStart
line:bd364d,"ni naiz,","is it just me,",,Player,BrokenBoatNoticedStart
line:a015df,edo soinu arraroren bat entzuten da?,or does something not sound right?,,Player,BrokenBoatNoticedStart
line:552dc8,...,...,,Original,BrokenBoatNoticedStart
line:0bb254,motorra da,it's the engine,,Original,BrokenBoatNoticedStart
line:31d5e4,hori ez da ona,that's not good,,Player,BrokenBoatNoticedStart
line:ec602f,ez...,no...,,Original,BrokenBoatNoticedStart
line:35e776,ez da!,it's not!,,Original,BrokenBoatNoticedStart
line:a16c90,beharbada,maybe,,Player,BrokenBoatNoticedStart
line:f18530,soinua joan egingo da?,it will just go away?,,Player,BrokenBoatNoticedStart
line:7f6aec,ez dakit,i don't know,,Original,BrokenBoatNoticedStart
line:8bb793,...,...,,Original,BrokenBoatNoticedStart
line:691082,kaka,shoot,,Original,BrokenBoatNoticedStart
line:91d2be,KAKA!,SHOOT!,,Original,BrokenBoatNoticedStart
line:b44318,HAU NIRE ERRUA DA,THIS IS MY FAULT,,Original,BrokenBoatNoticedStart
line:30181e,ARRAPALA ERABILI DUT,I MADE THE RAMP,,Original,BrokenBoatNoticedStart
line:79bb42,ongi da,it's alright,,Player,BrokenBoatNoticedStart
line:ead7e9,ETA TXALUPA BENETAN HONDATU BADA,WHAT IF THE BOAT IS REALLY BROKEN,,Original,BrokenBoatNoticedStart
line:5280bc,ETA HONDORATZEN BADA?,WHAT IF IT SINKS!?,,Original,BrokenBoatNoticedStart
line:11fc99,ez kezkatu!,don't worry!,,Player,BrokenBoatNoticedStart
line:c200d5,ETA LEHERTZEN BADA!?,WHAT IF IT EXPLODES!?,,Original,BrokenBoatNoticedStart
line:5aa153,ez da lehertuko!,it's not gonna explode!,,Player,BrokenBoatNoticedStart
line:103d20,baina,but,,Player,BrokenBoatNoticedStart
line:c1eb7e,ehh,uhh,,Player,BrokenBoatNoticedStart
line:dface3,hoberena norbaitek\nbegiratzea,we should probably have\nsomeone take a look,,Player,BrokenBoatNoticedStart
line:086b5f,aitak jakingo luke nola konpondu...,dad would know how to fix it...,,Original,BrokenBoatNoticedStart
line:554faa,baina,but,,Original,BrokenBoatNoticedStart
line:e2d14e,esan dit,he kinda told me,,Original,BrokenBoatNoticedStart
line:b28245,<color=#B7A288>ez erabili arrapala...</color>,<color=#B7A288>not to use the ramp...</color>,,Original,BrokenBoatNoticedStart
line:26032d,oh,oh,,Player,BrokenBoatNoticedStart
line:63c3f3,"""huts egin"" diodala pentsatuko du","he's gonna be all ""disappointed"" in me",,Original,BrokenBoatNoticedStart
line:63ba67,aghhhhhhhhh,ughhhhhhhhh,,Original,BrokenBoatNoticedStart
line:f2e661,beste norbait dago inguruan?,maybe there's someone else around?,,Player,BrokenBoatNoticedStart
line:0abe4f,zera esan nahi dut,"that knows, like",,Player,BrokenBoatNoticedStart
line:754325,txalupei buruz dakien norbait?,boat stuff?,,Player,BrokenBoatNoticedStart
line:39c03c,norbaitek egon behar du!,there's gotta be someone!!,,Original,BrokenBoatNoticedStart
line:1a1215,beraz...,so...,,Player,DadFixedBoatStart
line:f8b5f0,konponduta dago?,is it fixed?,,Player,DadFixedBoatStart
line:ebbd58,bai,yeah,,Original,DadFixedBoatStart
line:88fe7c,euskarrietako bat pixko\nbat okertuta zegoen,one of the props got a\nlittle bent out of shape,,Original,DadFixedBoatStart
line:a532a3,enbor bat-edo jo duzue ala?,you hit a log or somethin?,,Original,DadFixedBoatStart
line:64aa8f,ba...,well...,,Player,DadFixedBoatStart
line:a3f2ae,baiba!,yup!,,DeerKidBoat,DadFixedBoatStart
line:b663f4,enbor bat!,a log!,,DeerKidBoat,DadFixedBoatStart
line:d2cd54,betiko enborra,classic log,,DeerKidBoat,DadFixedBoatStart
line:7f075b,kar,ha,,DeerKidBoat,DadFixedBoatStart
line:6636f3,...ez zehazki,...not exactly,,DeerKidBoat,DadFixedBoatStart
line:67ce9d,tira ba,well,,Original,DadFixedBoatStart
line:3db378,hurrengoan kontu\nhandiagoz ibil zaitezte,just make sure you're\nmore careful next time,,Original,DadFixedBoatStart
line:9fbc55,ados?,alright?,,Original,DadFixedBoatStart
line:a99050,bai...,yeah...,,DeerKidBoat,DadFixedBoatStart
line:662d6e,egingo dugu,we will,,DeerKidBoat,DadFixedBoatStart
line:58fd6a,eskerrik asko aita,thanks dad,,DeerKidBoat,DadFixedBoatStart
line:3f72cc,ez da zerik!,no problem!,,Original,DadFixedBoatStart
line:1f3085,"bai, egingo dut!","yeah, i will!",,Original,DadFixedBoatStart
line:4d1ca5,...eeeeta bukatuta behar luke!,...aaaand that should be it!,,Original,DuckFixedBoatStart
line:acf92d,hori da dena!?,that's all!?,,Player,DuckFixedBoatStart
line:de2a61,hori da dena!,that's all!,,Original,DuckFixedBoatStart
line:7580e5,okertutako euskarria zuzendu eta kitto,just bent a prop back into shape,,Original,DuckFixedBoatStart
line:0346f5,katutxo baten urruma egin beharko luke orain!,should be purring like a kitten now!,,Original,DuckFixedBoatStart
line:dc8639,AIAMA ESKERRIK ASKO!!,OMIGOSH THANK YOU SO MUCH!!,,DeerKidBoat,DuckFixedBoatStart
line:098ee1,oso kezkatuta nengoen!,i was so worried!!,,DeerKidBoat,DuckFixedBoatStart
line:836530,no problemo!,no problemo!,,Original,DuckFixedBoatStart
line:7b6963,baina nola gertatu da hori?,"how'd this happen, anyway?",,Original,DuckFixedBoatStart
line:8dc13c,eh,uh,,DeerKidBoat,DuckFixedBoatStart
line:1bb085,"gu, zera...",we kinda,,DeerKidBoat,DuckFixedBoatStart
line:98d131,arrapalatik pasa gara,drove it off a ramp,,DeerKidBoat,DuckFixedBoatStart
line:5e5232,kar,heh,,Original,DuckFixedBoatStart
line:1c8f99,ederki,nice,,Original,DuckFixedBoatStart
