ID,Type,English,Arabic,ChineseSimplified,ChineseTraditional,Danish,Farsi,French,German,Indonesian,Italian,Japanese,Korean,Malay,Polish,Portuguese,Russian,Spanish,Turkish,Ukrainian,,,,
SPEAK_KETTLEBORHER_01_04_03,Text,"With the kettles back on, that would be peace of mind.",مع عودة الغلايات، فإن هذه القطعة ستكون ملكي.,现在把水壶再烧上，大脑就会平静了。,現在水壺放回來了，內心就能享受寧靜了。,"Det ville være fredsindeligt, hvis der blev tændt op under kedlerne igen.",اگر زیر کتری ها را دوباره روشن کنیم، ذهن به آرامش می رسد.,"Si on pouvait faire chauffer nos bouilloires, ce serait un soulagement.","Wenn wieder Tee gemacht werden kann, gäbe es auch wieder inneren Frieden.","Dengan ketel yang kembali menyala, pikiran akan tenang.","Ma con le teiere di nuovo su, tornerà finalmente la pace dei sensi.",やかんが戻ったからには心に平穏が訪れる。,"주전자를 돌려 켜 놓는다면, 그것이 내 마음을 평화롭게 할 것이야.","Dengan cerek di letakkan, itu menenangkan minda.","Odzyskamy spokój, gdy wstawimy je z powrotem.","Com as chaleiras de volta, haveria paz de espírito.","Чайники стоят, вот теперь здесь точно будет душевное спокойствие.","Teontziak berreskuratuz gero, lasaiago geundeke.","Su ısıtıcıları tekrar açılınca, kafan rahat olur.",Коли вони знову закиплять — у розумі наступить мир.,,,,
SPEAK_KETTLEBORHER_01_05,Text,Oi. You? I'll put the kettle on.,آه. أنت؟ سأشغل غلاية الماء.,嘿！老兄？我会烧上水的。,喂，那邊的? 我會把水壺擺回去的。,Oi. Dig? Jeg tænder op under kedlen.,اوی. تو؟ زیر کتری را روشن می کنم.,Hé. C'est toi ? Je vais mettre la bouilloire à chauffer.,Oi. Du? Ich mache Tee.,Oi. Kamu? Akan kunyalakan ketelnya.,Ehi. Tu? Metto su la teiera.,おい。お前か？やかんを火にかけるよ。,어이. 당신? 내가 주전자를 올릴게.,Oi. Kamu? Saya akan hidupkan cerek.,Oj. Ty? Nastawię czajnik.,Ei. Você? Vou esquentar a chaleira.,Ох. Ты? Я поставлю чайник.,Oi. Zu? Teontzi hori jarriko dut.,Oy. Sen? Su ısıtıcısını takacağım.,Привіт. Це ви? Я ввімкну чайник.,,,,
SPEAK_KETTLEBORHER_01_06_01,Text,"The kettle is already on, mate!",تم تشغيل الغلاية بالفعل يا صديقي!,老兄，水已经烧上了！,水壺早就擺回去了，老兄!,Der er allerede tændt op under kedlen!,قبلاً زیر کتری را روشن کرده ام، رفیق!,"J'ai déjà la bouilloire qui chauffe, mon gars !","Der Kessel steht schon auf dem Herd, Kumpel!","Ketelnya sudah menyala, sobat!","La teiera è già su, amico!",やかんはすでに火にかかっているよ！,"주전자는 이미 올려져 있어, 친구!","Cerek sudah dihidupkan, kawanku!",Przecież już jest nastawiony!,A chaleira já está ligada!,"Чайник уже стоит, приятель!","Teontzia dagoeneko martxan dago, txo!","Su ısıtıcısı zaten açık, dostum!","Чайник вже закипає, друг!",,,,
SPEAK_KETTLEBORHER_01_06_02,Text,You go make my brothers put theirs on too!,اذهب لجعل أخوتي يشغلون غلاياتهم أيضًا!,你去叫我兄弟把水也烧上！,你也要把我兄弟的水壺擺回去!,Få mine brødre til at tænde op under deres også!,برو به برادرانم هم بگو تا زیر کتری هایشان را روشن کنند!,Il faut que tu ailles aider mes frères avec les leurs.,"Sag meinen Brüdern, sie sollen ihre auch aufstellen!",Bilang pada kakakku untuk menyalakannya juga!,Fa metter su la teiera anche ai miei fratelli.,俺の兄弟のやかんも火にかけてくれ！,네가 가서 나의 형제들이 그들의 것도 올리게 해주렴!,Kamu pergi suruh abang-abang saya hidupkannya juga!,"Idź powiedz moim braciom, żeby nastawili również swoje!",Faça meus irmãos esquentarem a deles também!,"Иди скажи моим братьям, чтобы свои ставили!",Lor ezazu nire anaiek ere beraienak piztea!,Git kardeşleriminkileri de taktır!,"Сходи до моїх братів, нехай вони теж приготуються почаювати!",,,,
SPEAK_KETTLEBORHER_01_07_01,Text,All kettles are on.,تم تشغيل جميع غلايات الماء.,所有水壶都烧上了。,所有水壺都要。,Der er tændt op under alle kedlerne!,همه کتری ها روشن هستند.,Toutes les bouilloires sont en état de marche.,Alle Kessel sind aufgestellt.,Semua ketel sudah menyala.,Tutte le teiere sono su.,すべてのやかんが火にかけられている。,모든 주전자가 올라가 있다.,Semua cerek sudah dihidupkan.,Wszystkie czajniki włączone.,Todas as chaleiras estão esquentando.,Все чайники на местах.,Teontzi guztiak martxan daude.,Tüm su ısıtıcılar açık.,Всі чайники ввімкнені.,,,,
SPEAK_KETTLEBORHER_01_07_02,Text,That's the Freedom Isles I know and love!,هذه هي فريدم آيلز التي أعرفها وأحبها!,这就是我认识和喜爱的自由岛！,那就是我認識跟喜愛的自由島!,"Det er det Frihedens Øer, som jeg husker og elsker!",این همان جزایر آزادی است که من می شناسم و عاشقش هستم!,Voilà les Îles de la liberté telles que je les connais !,"Das sind die Freiheitsinseln, wie ich sie kenne und liebe!",Itu Pulau Kebebasan yang kukenal dan kucinta!,Queste sono le Isole della Libertà che conosco e amo!,これこそ、俺の知ってる、愛おしきフリーダム諸島だ！,그게 내가 알고 사랑하는 자유의 섬이다.,Itu adalah Pulau Kebebasan yang saya tahu dan sukakan!,"To są właśnie Wyspy Wolności, które znam i kocham!",Essas são as Ilhas Livres que eu conheço e amo!,Вот теперь острова Свободы мне опять нравятся!,Hauek dira ezagutu eta maite ditudan Askatasun Uharteak!,"Bu, tanıdığım ve sevdiğim Özgürlük Adaları!",Такі Острови свободи я знаю і люблю!,,,,
SPEAK_KETTLEBROTHER_02_01_01,Text,Oi mate. I'll put the kettle on!,آه، أحدهم عند الباب. يفضل تشغيل الغلاية!,嘿！有人在门口。最好烧上水！,噢，有人在門邊。最好去燒開水！,Oi ven. Jeg sætter vand over!,اوی، یکی دم دَر است. بهتر است زیر کتری را روشن کنم!,"Oh, il y a quelqu'un à la porte. Je ferais mieux de mettre la bouilloire à chauffer !","Oi, da ist jemand an der Tür. Mach mal lieber Tee!","Oi, ada seseorang di depan pintu. Sebaiknya nyalakan ketelnya!","Ehi, c’è qualcuno alla porta. Meglio metter su la teiera!",おい。誰かドアのところにいる。やかんを火にかけた方がいい！,"친구, 누군가가 문에 있어. 주전자를 올리는 것이 좋을거야!","Oi, ada orang di pintu. Lebih baik hidupkan cerek!","Oj, ktoś puka do drzwi. Lepiej nastaw czajnik!","Ei, tem alguém na porta. Melhor colocar a chaleira no fogo!","Ох, кто-то пришел. Пора ставить чайник!",Oi txo. Teontzia piztuko dut!,"Ay, kapıda biri var. Su ısıtıcısını taksan iyi olur!","Агов, хтось за дверима. Час ставити чайник!",,,,
SPEAK_KETTLEBROTHER_02_02_01,Text,"The kettle is already on, mate...",تم تشغيل الغلاية بالفعل يا صديقي...,老兄，水已经烧上了...,水壺早就擺回去了，老兄...,Vandet er allerede sat over...,قبلاً زیر کتری را روشن کرده ام، رفیق...,"J'ai déjà la bouilloire qui chauffe, mon gars...","Der Kessel steht schon auf dem Herd, Kumpel …","Ketelnya sudah menyala, sobat...","La teiera è già su, amico...",やかんはすでに火にかかっているよ...,"주전자는 이미 올려져 있어, 친구...","Cerek sudah dilhidupkan, rakanku!",Przecież już jest nastawiony...,"A chaleira já está esquentando, amigo...","Чайник уже стоит, приятель...","Teontzia dagoeneko martxan dago, txo...","Su ısıtıcısı zaten açık, dostum...","Чайник вже закипає, друг...",,,,
SPEAK_KETTLEBROTHER_02_02_02,Text,Go see if my two brothers have put theirs on too!,اذهب للتحقق من تشغيل أخوتي لغلايات الماء الخاصة بهم أيضًا!,去看看我的俩兄弟是不是都把水烧上了！,去看看我兩個兄弟的水壺是不是也擺回去了!,Find ud af om mine to brødre også har sat deres over!,برو ببین دو برادر دیگرم زیر کتری را روشن کرده اند یا نه!,Va voir si c'est le cas de mes deux frères !,"Schau mal, ob meine Brüder ihre auch aufgestellt haben!",Coba tengok apakah kedua saudaraku sudah menyalakannya juga!,Vai a vedere se anche i miei due fratelli l’hanno messa su.,俺の2人の兄弟もやかんに火をかけたか見てきてくれ！,가서 내 두 형제도 그들의 것을 올렸는지 봐바!,Pergi lihat sama ada kedua-dua abangku telah menghidupkannya juga!,"Idź zobacz, czy moi dwaj bracia też włączyli swoje!",Vá ver se meus dois irmãos estão esquentando a deles também!,"Пойди посмотри, поставили ли мои братья чайники!",Egiaztatu nire anaiek ere beraienak martxan dituztela!,Git bak bakalım iki kardeşiminki de açık mı?,Заглянь до братів. Вони поставили чайники?,,,,
SPEAK_KETTLEBROTHER_02_03_01,Text,"The kettle's brewing, mate!",الماء يغلي يا صديقي!,正在泡茶，老兄！,水壺在滾了，老兄!,"Vandet er sat over, min ven!",کتری دارد می جوشد، رفیق!,"La bouilloire chauffe, mon pote !","Der Kessel dampft, Kumpel!","Air di ketelnya mendidik, sobat!","La teiera è in infusione, amico!",やかんでお茶を入れているよ！,"주전자가 끓고 있어, 친구!","Cerek sedang membru, rakanku!",Czajnik włączony!,"A chaleira está fervendo, amigo!","Чайник кипит, приятель!","Teontzi irakiten, txo!",Su ısıtıcısı kaynıyor dostum!,"Чайник кипить, друже!",,,,
SPEAK_KETTLEBROTHER_03_01_01,Text,I hear someone knocking. I'll put on the kettle!,لقد سمعت أحدهم يطرق الباب. سأشغل غلاية الماء!,我听见有人敲门。我会烧上水的！,我聽到有人在敲門。我會把水壺放回去!,"Nogen banker på, jeg må hellere tænde op under kedlen!",انگار یکی دارد دَر می زند. من زیر کتری را روشن می کنم!,J'entends quelqu'un frapper. Je vais mettre la bouilloire à chauffer !,Ich höre jemanden klopfen. Ich mache Tee!,Aku mendengar seseorang mengetuk pintu. Ketelnya akan kunyalakan!,Sento qualcuno che bussa. Metterò su la teiera!,誰かがノックしてる。やかんをかけるよ！,누군가가 문을 두드리는 소리가 들린다. 내가 주전자를 올릴게.,Saya terdengar ada orang sedang mengetuk. Saya akan hidupkan cerek!,Słyszę pukanie. Nastawię czajnik!,Ouvi alguém batendo. Vou colocar a chaleira para esquentar!,"Я слышу, как кто-то стучит. Я поставлю чайник!",Norbait deika nabari dut. Teontzia piztuko dut!,Birinin kapıyı çaldığını duydum. Su Isıtıcısını takacağım!,"Здається, хтось стукає. Я ввімкну чайник!",,,,
SPEAK_KETTLEBROTHER_03_02_01,Text,Ahh yeah. The kettle is already brewing alright!,آه، نعم. الماء يغلي بالفعل في الغلاية!,啊哈，是的。水壶已经泡好茶了！,喔沒錯。水壺已經滾了!,Ahh ja. Vandet er allerede sat over!,آه آره. کتری چند دقیقه هست که دارد می جوشد!,Oooh ouais. J'ai déjà la bouilloire qui chauffe bien !,"Ah, ja. Der Kessel dampft schon, Kumpel!",Ahh ya. Ketelnya sudah mendidih!,Ahh già. La teiera è in infusione alla grande!,あぁ、うん。やかんで既にお茶を入れているよ！,아 그래. 주전자는 이미 잘 끓고 있어!,Ahh ye. Cerek sudah membru dengan baik!,No tak. Czajnik już wstawiony!,"Ah, é isso. A chaleira já está fervendo!",О да. Чайник уже закипел!,"Ahh, bai. Teontzia irakiten ari da!",Ah evet. Su ısıtıcısı zaten kaynıyor!,"А, так. Чайник вже закипає!",,,,
SPEAK_LIGHTHOUSESDOORS_01_01,Text,Nah...,لا...,不...,不對...,Nah...,نهه...,Nan...,Nee …,Tidak...,Nah...,いいや...,싫어요...,Tidak...,Nie...,Nah...,Не-а...,Mez...,Hayır...,Ні...,,,,
SPEAK_LIGHTHOUSESDOORS_02_01,Text,Ja!,مستحيل!,呀!,哈!,Ja!,موو!,Ja !,Ja!,Yak!,Ja!,や！,네!,Ja!,Tak!,Iá!,Джа!,Ja!,Evet!,Та-ак!,,,,
SPEAK_LIGHTHOUSESDOORS_03_01,Text,Nah-ah.,ناه-آه.,不不。,才怪。,Nah-ah.,نهه.,Non non.,Nei-ein.,Ti-dak.,Nah-ah.,ノー。,싫어요.,Sungguh tidak.,Nieeee.,Nananinanão.,Нет.,Eh-ez,Hayır hayır.,Ну вже ні.,,,,
SPEAK_LIGHTHOUSESDOORS_04_01,Text,Jaeh!,لا!,好耶！,呿!,Jaeh!,جیی!,Jaeh !,Jaeh!,Yaak!,Jaeh!,やったぁ！,예!,Jaeh!,Taaaak!,Iáa!,Дже!,Jai!,Evet!,Ну-е-е...,,,,
SPEAK_METALHOUSE_01,Text,Hey... Why is 1/5 so stressed?,مهلاً... لماذا 1/5 مكتئب جدًا؟,嘿...为什么 1/5 这么傻？,嘿...換座位時，為什麼8號跟9號同學一定要跟10號坐一起?,Hey... Hvorfor er 1/5 så stresset?,هی... چرا 1/5 اینقدر استرس دارد؟,Hé... Que dit un 0 quand il rencontre un 8 ?,Hey … Warum isst 1/5 so langsam?,Hei... Kenapa 1/5 sangat membuat stres?,Ehi... Perché il libro di matematica si è ucciso?,おい...なんでそんなにキリキリして、ストレスになってるんだ？,어이... 왜 1/5는 이렇게 스트레스를 많이 받았지?,Hei... Mengapa 1/5 sangat tertekan?,Hej... Czemu pasek jest taki spięty?,Ei... Por que o petróleo foi no psicólogo?,Эй... Почему гриб так волнуется?,Eh... Zer esaten dio 0ak 8ari?,Hey... Neden 1/5 bu kadar baskı altında?,Ей! Чому 1/5 так важко живеться?,,,,
SPEAK_METALHOUSE_02,Text,... Because he's two tenths!,... لأنه يملك عشرين!,......因为它十分之二！,...因為八九不離十!,... Fordi han er to tiendedele!,... چون او دو دهم است!,... Super ta ceinture !,… Weil er zwei ZÄHNtel hat!,... Karena dia dua per sepuluh!,... Perché aveva troppi problemi!,...だって、彼がすごいキリキリしてるんだもの！,... 왜냐면 그는 2/10이야!,... Kerana dia dua persepuluh!,... Bo nie ma jak się sam rozpiąć!,... Porque estava no fundo do poço!,... Потому что он — волнушка!,... Kendu ezazu gerrikoa!,... Çünkü iki onluk var!,... Бо вона — дві десятих!,,,,
SPEAK_METALHOUSE_03,Text,Bwaaa ha ha ha!,بوااا ها ها ها!,哇哈哈哈！,哇哈哈哈!,Bwaaa ha ha ha!,ها ها ها ها!,Bouah ha ha ha !,Mhua hahaha!,Bwaaa ha ha ha!,Buaaah ah ah ah!,ぶわぁぁ、ははは！,브아 하 하 하!,Bwaaa ha ha ha!,Bwaaa ha ha ha!,Hahahahahhaahah!,Бва-ха-ха!,Buaaa kar kar kar!,Aaa ha ha ha!,Бу-га-га!,,,,
SPEAK_MISSINGBATTERYTOWER_01_01,Text,"There's no power for my electric drum kit, man.",لا توجد طاقة في طاقم الطبول الكهربية يا رجل.,天啊，我的电子鼓没电了。,我的電子鼓沒電了，天啊。,"Jeg mangler strøm til mit elektriske trommesæt, mand.",برق نیست تا درام برقی ام را روشن کنم مرد.,"Je n'ai pas de courant pour alimenter la batterie électronique, mec.","Es gibt keinen Strom für mein elektrisches Schlagzeug, Mann.","Tidak ada daya untuk peralatan drum listrikku, teman.","Non c’è elettricità per la mia batteria elettronica, amico.",俺の電子ドラムキット用の電源がないんだ。,"나의 일렉트릭 드럼 킷을 위한 전원이 없어, 친구.",Tiada kuasa untuk kit dram elektrik saya.,Mój elektryczny zestaw perkusyjny nie ma zasilania.,"Cara, não tem eletricidade para a minha bateria.","У нас выключили свет, и моя ударная установка не работает.","Nire bateria elektronikoarentzat argindar gabe nitxok, hi.",Elektrikli davul setim için elektrik yok adamım.,Для моїх електричних барабанів немає напруги.,,,,
SPEAK_MISSINGBATTERYTOWER_01_02,Text,"Really annoying, you know.",هذا مزعج جدًا كما تعلم.,你知道，真的很烦。,真的很煩，你瞭。,Det er altså ret irriterende.,خیلی آزاد دهنده است، می دانی.,"C'est vraiment embêtant, tu sais.","Echt ärgerlich, weißt du.",Benar-benar menyebalkan.,"Una bella scocciatura, sai.",本当に厄介だ。,"정말 귀찮아, 알지?","Sangat menjengkelkan, tahu tak.",To bardzo irytujące.,Isso é muito chato.,"Это так бесит, знаешь.","Hoi dek aspertua, ba'akik?","Gerçekten sinir bozucu, biliyorsun.","Знаєш, це страшенно дратує.",,,,
SPEAK_MISSINGBATTERYTOWER_02_01,Text,You brought my power back.,لقد استعد طاقتي مرة ثانية.,你帮我恢复电力了。,你幫我恢復電力了。,Strømmen flyder igen.,تو برق من را وصل کردی.,Tu m'a rendus mon alimentation !,Du hast meinen Strom zurückgebracht.,Kamu sudah mengembalikan dayaku.,Hai riportato l’elettricità.,俺の電源を持って帰ってきてくれた。,네가 나의 힘을 돌려 놓았어.,Kamu bawa semula kuasa saya.,Przywróciłeś mi zasilanie.,Você trouxe a energia de volta.,Благодаря тебе свет включили.,Argindarra bueltau diak.,Gücümü geri getirdin.,Ти повернув напругу.,,,,
SPEAK_MISSINGBATTERYTOWER_02_02,Text,"So cool, man. Let's rock n' roll, you know!",هذا رائع يا رجل. هيا نعزف موسيقى روك آند رول!,真棒，伙计。喂，来摇滚一下吧。,太帥了，老兄。來搖滾一下唄!,"Kodylt, mand. Lad os rocke og rulle!",خیلی خوب است مرد. بیا یه کمی برقصیم و شادی کنیم!,"Trop sympa, mec. Place au rock n' roll, tu vois !","So cool, Mann. Rock n‘ Roll, Mann!","Keren sekali, kawan. Ayo kita mulai!","Che forza, zio. Suoniamo un po’ di rock n’ roll!",最高だぜ。お祭りだ！,"멋지다, 친구. 어서 해보자, 알지?","Sangat hebat. Mari mulakan, kamu tahu!",Super. No to dajemy czadu!,"Muito legal, cara. Hoje é dia de rock, você sabe.","Круто, чувак. Дадим миру рок-н-ролл!","Zoragarri, hi. Rokanrolai egurra!",Çok iyi adamım. Hadi rock'n roll yapalım!,Це класно. Зараз зіграємо!,,,,
SPEAK_ORGANWOMAN_01_01,Text,Let me tell you this: Music is math.,دعني أخبرك بهذا: الموسيقى مثل الحساب.,我来告诉你一件事：音乐即数学。,跟你說一件事：音樂即數學。,Lad mig sige dig dette: Musik er matematik.,بذار اینو بهت بگم که: موسیقی ریاضی است.,Laisse-moi te dire un truc : La musique est mathématique.,Ich will dir eins sagen: Musik ist Mathe.,Biar kuberi tahu: Musik adalah matematika.,Lascia che ti dica una cosa. La musica è matematica.,ちょっと言わせてくれ。音楽は数学だ。,이것을 알려주지: 음악은 산수야.,Mari saya beritahu kamu perkara ini: Muzik adalah matematik.,Powiem ci jedną rzecz: muzyka jest matematyką.,Vou lhe dizer uma coisa: música é matemática.,Вот что я вам скажу: музыка — это математика.,Gauza bat derratzut: Musikhea mathematikea da.,Şunu söylemeliyim ki: Müzik matematiktir.,Я тобі так скажу: музика — це математика.,,,,
SPEAK_ORGANWOMAN_01_02,Text,The brainfarts from Freedom Isles will never understand that.,لن تفهم ريح العقل في فريدم آيلز هذا أبدًا.,自由岛上的白痴们永远不会理解这点。,自由島的笨蛋永遠不會懂這一點。,Tanketorskene fra Firhedens Øer vil aldrig kunne forstå det.,فراموشی های جزایر آزادی هیچوقت نمی توانند این را درک کنند.,Les trous de mémoires des Îles de la liberté ne pourront jamais le comprendre.,Die Gedankenfurze der Freiheitsinseln werden das nie verstehen.,Kentut pikiran dari Pulau Kebebasan tidak akan pernah memahaminya.,Quei cervelloidi delle Isole della Libertà non lo capiranno mai.,フリーダム諸島の脳のおならは絶対にそれを理解することはできない。,자유의 섬에서 온 두뇌방귀는 결코 그것을 이해 못해.,Kentut otak dari Pulau Kebebasan tidak akan memahaminya.,Wypierdki z Wysp Wolności nigdy tego nie zrozumieją.,Aqueles idiotas das Ilhas Livres nunca entenderão isso.,Тупые идиоты с островов Свободы этого никогда не поймут.,Libertate Irletako saldunek ez dute inoiz konprenituko.,"Özgürlük Adalarındaki beyin parçaları, bunu asla anlayamaz.",Бовдури з Островів свободи ніколи цього не допетрають.,,,,
SPEAK_ORGANWOMAN_02_01,Text,Everything comes down to numbers.,كل شيء يتعلق بالأرقام.,一切都归于数字。,一切都可以歸結為數字。,"Når alt kommer til alt, er det tal der betyder noget.",همه چیز به اعداد ختم می شود.,Tout se rapporte aux chiffres.,Letztendlich lässt sich alles auf Zahlen reduzieren.,Semuanya berupa angka.,Tutto si riduce in numeri.,すべては数字で表すことができるんだ。,모든 것은 숫자로 이루어져 있지.,Segala-galanya tentang nombor.,Wszystko sprowadza się do cyferek.,Tudo se resume a números.,Всё дело в числах.,Dena numeroetara murrizten da.,Her şey sayıya indirgenir.,Все впирається в числа.,,,,
SPEAK_ORGANWOMAN_02_02,Text,Emotion is just a matter of sequence.,العاطفة مجرد تسلل رقمي.,情绪只是一连串的序列组合。,情感不過就是一連串序列組合。,Følelser er bare et spørgsmål om udførelse.,احساس فقط ترتیب و توالی است.,L'émotion n'est qu'une question de séquence.,Emotion ist nur eine Sache der Sequenz.,Emosi hanyalah masalah urutan.,Le emozioni sono delle sequenze.,感情は式次第で表すことができる。,감정은 단순히 순서에 대한 것이야.,Emosi hanya perkara urutan.,Emocje to tylko kwestia sekwencji.,Emoção é só uma questão de sequência.,Эмоция — это просто цепь последствий.,Emotionea sekhuentia kontua baino ez da.,Duygu sadece sırayla ilgilidir.,Емоція — лишень послідовність чисел.,,,,
SPEAK_PENDULUMHOUSE_01_01,Text,Dan the Man - Pendulum service station. How's it swinging?,دان الرجل - محطة خدمة البندول. كيف يقوم بالتأرجح؟,英雄阿丹 - 钟摆服务站。摆得还好吗？,英雄阿丹 - 鐘擺保養站。搖擺得好嗎?,Dan the Man - Pendul service station. Hvordan svinger det?,دَن مرد - پمپ بنزین آونگ. چطور تاب می خورد؟,Monsieur Dan - Station de service de pendules Comment ça balance ?,Dan the Man – Pendel-Servicestation. Wie schwingt es heute so?,"Dan si Pegawai, stasiun layanan Pendulum. Apa kabar?",Dan il Don - Stazione di servizio Pendolo. Come ti dondola?,ダン・ザ・マン - 振り子サービスステーション。ぶらぶら揺れるってどんな感じだい？,단 그 남자 - 펜두럼 주유소. 어떻게 흔들리고 있어?,Dan si Jejaka - Stesen perkhidmatan Pendulum. Bagaimana ayunannya?,Dan Twardziel. Stacja serwisowa „Wahadło”. Jak się sprawy bujają?,"Dan, o cara — estação de serviço do Pêndulo. E o balanço das horas?","Крутой Дэн: станция обслуживания маятников. И как оно, качается?",Dan zure esanetara - Zerbitzu pendularraren estazioa. Zer moduz erritmoa?,Dan the Man - Pendulum servis istasyonu. Nasıl sallanıyor?,"Чувак Ден, станція обслуговування маятників. Як він розкачується?",,,,
SPEAK_PENDULUMHOUSE_02_01,Text,Dan the Man - Making sure the mind takes a licking and keeps on ticking.,دان الرجل - تأكد من عمل العقل ومواصلة الدق.,英雄阿丹 - 确保大脑即使受到摧残，也要维持无限的生命力,英雄阿丹 – 確保內心能正常運作，毫無損傷。,Dan the Man - Sørger for at hovederne nikker imens hjernen tikker.,دَن مرد - مطمئن می شود که مغز یک چک می خورد و مثل ساعت کار می کند.,Monsieur Dan - Toujours là pour remettre les pendules à l'heure.,Dan the Man – Garantiert einen sauberen und ausfallfreien Verstand.,"Dan si Pegawai, Memastikan pikiran terus berfungsi walaupun rusak.",Dan il Don - Facendo in modo che la mente un po’ in malora giri ancora.,ダン・ザ・マン - 心が敗北を味わいながらも揺れ続けるんだ。,단 그 남자 - 마음이 먹으면서 똑딱 거리는지 확인 중이에요.,Dan si Jejaka - Memastikan minda terus berfungsi.,"Dan Twardziel. Pilnuję, aby umysł miał siłę radzić sobie ze stresem.","Dan, o cara — assegurando que a mente continue vigilante.","Крутой Дэн: надо убедиться, что разум держится и продолжает работать.","Dan zure esanetara - Gogoa mantentzen irrikaz, funtziona dezan zorrotz. ",Dan Adam - Zihnin bir yalayıp geçip gitmediğinden emin ol.,"Чувак Ден. Піклується про те, щоб мозок не розслаблявся та працював як годинник.",,,,
SPEAK_PIPEHOUSE_01_01,Text,Oh my! White gooey stuff everywhere.,آه! المواد اللزجة البيضاء في كل مكان.,哎呀！到处都是黏糊糊的白色东西。,喔我的天! 到處都是黏踢踢的白色蜘蛛網。,Åh nej! Hvidt klistret stads over det hele.,اوه! این چیزهای سفید چسبناک همه جا هستند.,"Oh, ouah ! Des trucs blancs visqueux partout.","Ach du meine Güte! Überall weißes, klebriges Zeug.",Ya ampun! Benda lengket ada di mana-mana.,"Oh, cielo! C’è roba bianca appiccicosa ovunque.",なんてこと! 白いねばねばしたものがあちこちにある。,오 세상에! 곳곳에 하얗고 끈적이는 것들이 가득하다.,Alamak! Ada bahan putih di merata tempat.,O rety! Biała maź jest wszędzie.,Nossa! Tem uma gosma branca em tudo.,О боже! Тут повсюду что-то белое и липкое.,Ez! Gauza itsaskor hau alde guztietan dago.,Aman ya! Her yerde beyaz pis şeyler.,О! Повсюди щось біле.,,,,
SPEAK_PIPEHOUSE_01_02,Text,Clockwork Town is doomed!,لقد تدمرت كلوكورك تاون!,发条镇注定要完蛋！,發條鎮沒救了!,Det er Urværksbys undergang!,شهر ساعتی محکوم به فنا است!,Rouageville est condamnée !,Uhrwerk-Stadt ist dem Untergang geweiht!,Kota Clockwork hancur!,La Città Meccanica è spacciata!,時計じかけの町は呪われている！,클락워크 마을은 불운하다!,Bandar Jam Kerja akan hapus!,Zegarowo jest zgubione!,A Cidade Mecânica está condenada!,Механический город обречен!,Ordulherri galduta dago!,Saat Mekanizması Şehri kaderine terk edildi!,Годинникове місто приречене!,,,,
SPEAK_PIPEHOUSE_02_01,Text,Clockwork Town is doomed!,لقد تدمرت كلوكورك تاون!,发条镇注定要完蛋！,發條鎮沒救了!,Det er Urværksbys undergang!,شهر ساعتی محکوم به فنا است!,Rouageville est condamnée !,Uhrwerk-Stadt ist dem Untergang geweiht!,Kota Clockwork hancur!,La Città Meccanica è spacciata!,時計じかけの町は呪われている！,클락워크 마을은 불운하다!,Bandar Jam Kerja akan hapus!,Zegarowo jest zgubione!,A Cidade Mecânica está condenada!,Механический город обречен!,Ordulherri galduta dago!,Saat Mekanizması Şehri kaderine terk edildi!,Годинникове місто приречене!,,,,
SPEAK_PIPEHOUSE_03_01,Text,"We might all be doomed, ",قد نكون قد تدمرنا كلنا، ,我们可能都要完蛋， ,我們或許都完了， ,"Det er måske vores undergang,",همه ما ممکن است محکوم به فنا شویم، ,"On est peut-être tous condamnés, ","Wir sind vielleicht alle dem Untergang geweiht, ","Mungkin kita semua akan hancur, ","Forse siamo tutti spacciati, ",皆呪われているのかもしれないな、 ,"우리 모두는 불행할 지도 몰라요,  ","Kita semua mungkin akan dihapuskan, ","Możliwe, że wszyscy jesteśmy zgubieni, ","Talvez estamos todos condenados, ","Может быть, мы все обречены, ","Beharbada dena dago galduta,","Hepimiz kaderimize terk edilmiş olabiliriz, ","Ми всі можемо бути приречені, ",,,,
SPEAK_PIPEHOUSE_03_02,Text,but at least I can watch the telly.,لكن على الأقل استطيع مشاهدة الملخص.,但至少我可以看电视。,但至少我可以看電視。,men i det mindste virker flimmerkassen stadig!,اما حداقل می توانم تلویزیون تماشا کنم.,"mais au moins, je peux regarder la télé.",aber wenigstens kann ich fernsehen.,tetapi setidaknya aku bisa menonton televisi.,ma almeno posso guardare la tele.,ま、少なくともテレビは観ることができる。,하지만 최소한 저는 텔리비전을 볼 수 있어요.,tetapi sekurang-kurangnya saya boleh menonton televisyen.,ale przynajmniej mogę oglądać telewizję.,mas pelo menos posso ver a minha novela.,"но по крайней мере, я могу посмотреть телевизор.",baina telebista ikus dezakete behintzat.,ama en azından televizyonu izleyebilirim.,та я хоч можу дивитися телевізор.,,,,
