key,source,target
C09_Strings_SB/DPAGE_LastRetrieval,"AND NOW... YOU HAVE RETRIEVED ALL YOUR ITEMS! @YOU'RE FULLY EQUIPPED TO DEAL WITH HUMGRUMP'S FORCES. @GET BACK TO THE BOOK FORTHWITH, JOT!",
C09_Strings_SB/DPAGE_01_EARLY,"JOT, YOU MUST RETRIEVE ALL YOUR ITEMS BEFORE YOU RETURN TO THE BOOK!",
C09_Strings_SB/DPAGE_01_Chat_3,"YOU MUST REIGNITE THAT SPARK OF INSPIRATION, JOT! @YOU MUST DEFEAT HUMGRUMP AND RESTORE THE BOOK'S STORY TO ONE OF LIGHT! @AND ALSO... GET THE BOOK BACK ONTO THE DESK. NOT SURE HOW WE'RE GOING TO DO THAT. @BUT FIRST THINGS FIRST! LET'S GET YOUR ITEMS AND WEAPONS BACK! @THEY'RE DOWN ON THE DESK, IN A FORTRESS OCCUPIED BY HUMGRUMP'S TROOPS. @GET DOWN THERE AND RETRIEVE THEM!",
C09_Strings_SB/DPAGE_04_TurnGauntlets_1,THE TILT GAUNTLETS! @FORTUNE IS TIPPING OUR WAY!,
C09_Strings_SB/DPAGE_05_Stamp_1,"THE STOP STAMP! @BE STILL, MY EXULTANT HEART!",
C09_Strings_SB/DPAGE_01_CloseBook_1,JOT! YOU HAVE RETURNED! @BUT... LOOK NOW... GAZE UPON YOUR STORYBOOK... @ITS LIFE ENERGY... HAS FULLY DISSIPATED! @IT IS A FROZEN TOME. THIS IS WHAT HAPPENS TO FORGOTTEN BOOKS. @WE HAVE BUT ONE CHANCE... @WE MUST RETURN THE BOOK TO THE DESK! IT MAY REGAIN SOME ENERGY THERE... @BUT... HOW MIGHT WE TRANSPORT THE BOOK DOWN THERE? @PERHAPS... ONE OF YOUR ITEMS MAY BE OF AID?,
C09_Strings_SB/DPAGE_01_CloseBook_4,"EXTRAORDINARY! @A TRULY BRILLIANT SPARK OF INSPIRATION, JOT! @NOW THAT THE BOOK IS ON THE DESK...ITS PAGES MIGHT THAW... @THE WORKINGS OF BOOK MAGIC ARE QUITE A MYSTERY, YOU KNOW! @GET DOWN ONTO THE DESK AND SEE FOR YOURSELF... @I WISH YOU THE BEST OF LUCK, JOT. GO NOW!",
C09_Strings_SB/DPAGE_01_CloseBook_Frozen_1,JOT! YOU HAVE RETURNED! @BUT... LOOK NOW... GAZE UPON YOUR STORYBOOK...,
C09_Strings_SB/DPAGE_01_CloseBook_Frozen_2,ITS LIFE ENERGY... HAS FULLY DISSIPATED! @IT IS A FROZEN TOME. @THIS IS WHAT HAPPENS TO FORGOTTEN BOOKS.,
C09_Strings_SB/DPAGE_01_CloseBook_Frozen_3,WE HAVE BUT ONE CHANCE... @WE MUST RETURN THE BOOK TO THE DESK! IT MAY REGAIN SOME ENERGY THERE... @BUT... HOW MIGHT WE TRANSPORT THE BOOK DOWN THERE? @PERHAPS... ONE OF YOUR ITEMS MAY BE OF AID?,
C09_Strings_SB/Desk_Mug_ZipJoins_01,"JOT! @WHAT'S WITH THE GIANT HORRIBLE BUTTERFLY AND THE RAIN OF EXPLOSIVE GREEN FIREBALLS?? @I MEAN, IT'S QUITE EXCITING! @IS IT... TIME TO SAVE THE GALAXY AGAIN? @WELL, ALRIGHT... LET'S DO THIS!!!",
C09_Strings_SB/4546_Gall_Intro_1,"WE'VE BEEN STARING AT THIS GATE FOR AGES. @... @IT'S NOT GOING TO OPEN.",
C09_Strings_SB/4546_Spleen_Intro_1,"NOT WITHOUT A KEY, IT WON'T.",
C09_Strings_SB/4546_Gall_Intro_2,"WE HAD ONE AROUND HERE, I SWEAR. WHERE'S IT GONE?",
C09_Strings_SB/4546_Spleen_Intro_2,"IT'S BEEN PACKED UP IN ONE OF THOSE BIG YELLOW CRATES IN THE OTHER ROOM. @YOU COULD GO TRY AND GET IT...",
C09_Strings_SB/4546_Gall_Intro_3,"HOOOOOOO NO. I'M NOT HEADING IN THERE! @THAT BROKEN PIPE'S LEAKED SLIME EVERYWHERE. @IT IS SLIPPY, AND IT'S GROSS. @AND IF SOMEONE SEES US THERE, THEY'RE GOING TO PIN THE WHOLE MESS ON US... @YOU CAN BET YOUR LAST RATIONING TOKEN!",
C09_Strings_SB/4546_Spleen_Intro_3,"THE TROUBLESOME PERSONS! THEY'RE STANDING RIGHT THERE!",
C09_Strings_SB/4546_Gall_Intro_4,"THAT ONE'S GOT A SWORD!",
C09_Strings_SB/4546_Gall_Intro_5,ANYWAY. @{150}ATTACK!!!!{100},
C09_Strings_SB/4546_Spleen_Intro_4,"HEY... WAIT A MINUTE... @LOOK OVER THERE... IT'S ONE OF THOSE RED GATE THINGIES. @THEY OPEN WHEN LOTS OF ASSOCIATES GET SLAIN. @I'M NOT ENTIRELY SURE THAT'S A GOOD SIGN...",
C09_Strings_SB/4546_Word_Three,THREE,
C09_Strings_SB/4546_Word_Two,TWO,
C09_Strings_SB/4546_Word_Diamond,DIAMOND,
C09_Strings_SB/4546_Word_Broken,BROKEN,
C09_Strings_SB/4546_Word_Metal,METAL,
C09_Strings_SB/4546_WP_Pipe,SLIME HAD#LEAKED FROM THIS#[WORD] PIPE,
C09_Strings_SB/4546_WP_Crates,[WORD_1] LARGE#[WORD_2] CRATES HAD#BEEN STORED HERE,
C09_Strings_SB/4546_WP_Creatures,THE HEARTLESS TRAITOR HAD ERADICATED#THE [WORD] POOR CREATURES,
C09_Strings_SB/4546_WP_Bust,HERE WAS A [WORD]#BUST OF THE GLORIOUS#LEADER HUMGRUMP,
C09_Strings_SB/1920_Pip_StealthApproach,"OHHH OK... @I KNOW WHAT'S AHEAD. ONE OF HUMGRUMP'S DATA CENTRES. @YOU WOULD NOT BELIEVE HOW MUCH THESE CATS LOVE THEIR PAPERWORK. @THEY'RE ALWAYS REPORTING EACH OTHER AND TRYING TO GET EACH OTHER INTO TROUBLE. @NOT A FUN BUNCH. @LISTEN... THESE DATA CENTRES ARE CRAWLING WITH TROOPS. @I CAN SNEAK PAST THEM, THOUGH. I'M A MOUSE, SLINKING AROUND IS MY JAM. @ONCE I'M THROUGH I THINK I CAN OPEN A VENT AND LET YOU THROUGH A SIDE PASSAGE. @ LEAVE IT TO TRUSTY, SNEAKY PIP.",
C09_Strings_SB/1920a_StealthIntro_1,"AHEAD OF THE FUGITIVES LAY A#{125}DATA CENTRE{100} STOCKED FULL#OF WONDERFUL, LIFE-AFFIRMING#{125}PAPERWORK",
C09_Strings_SB/1920a_StealthIntro_2,AND#PATROLLED#BY HIGHLY#COMPETENT#GUARDS.,
C09_Strings_SB/1920a_StealthIntro_3,THE TRAITOROUS#RODENT PREPARED#TO SNEAK THROUGH#ITS CORRIDORS,
C09_Strings_SB/1920a_StealthIntro_4,A PLAN QUITE#OBVIOUSLY#DOOMED TO#{125}HILARIOUS#{125}FAILURE,
C09_Strings_SB/2122a_StealthOutro_1,THE HORRID LITTLE#MOUSE HAD MADE#IT PAST THE TROOPS,
C09_Strings_SB/2122a_StealthOutro_2,AND OPENED#A VENT TO LET#HIS EQUALLY#HORRID#ASSOCIATE#THROUGH,
C09_Strings_SB/2122a_StealthOutro_3,THIS TURN OF EVENTS WAS...,
C09_Strings_SB/2122a_StealthOutro_4,NOT VERY#PLEASING,
C09_Strings_SB/2324_Pip_0,"PHEW! WELL THAT WAS EXCITING. @HAVEN'T SNEAKED SO INTENSELY SINCE MOONBEARD NOTICED HIS HARD CHEDDAR WAS MISSING. @WE MADE IT THROUGH. COME ON. LET'S PRESS ON.",
C09_Strings_SB/2324_Pip_2,"HANGOUT SPOT. @SOME COLD PIZZA OVER THERE. @I CAN'T IMAGINE THESE GUYS MAKE GOOD PIZZA CHOICES.",
C09_Strings_SB/2526_Pip_Enter,"LOOK JOT, A CELL! @QUICK, OPEN THE DOOR!",
C09_Strings_SB/2728_Pip_Recruit_0,VIOLET! HEY THERE...,
C09_Strings_SB/2728_Violet_Recruit_1.5,"IT'S... IT'S REALLY YOU?",
C09_Strings_SB/2728_Violet_Recruit_1.6,MOONBEARD?,
C09_Strings_SB/2728_Pip_Recruit_1.1,"YOU BET IT IS... JOT AND PIP, LIVE AND KICKING! @AND THRASH... I'M PRETTY SURE HE'S AROUND HERE TOO.",
C09_Strings_SB/2728_Pip_Recruit_1.2,"... @I'M SORRY, VIOLET. MOONBEARD'S GONE.",
C09_Strings_SB/2728_Violet_Recruit_2.1,...,
C09_Strings_SB/2728_Pip_Recruit_4,"ONE THOUSAND PERCENT. @COME ON, LET'S GO GET THAT MOUNTAIN TROLL FELLOW!",
C09_Strings_SB/2728_Pip_Recruit_2.1,"IT IS. @SO THROW BROTHERLY BETRAYAL ONTO THE PILE OF NO-GOOD STUFF. @LISTEN... THINGS ARE BAD, NO DOUBT... BUT THIS STORY... IT'S NOT OVER YET. @WE CAN STILL CHANGE THE END. MAKE THINGS RIGHT. @WE CAN'T CHANGE WHAT HAPPENED. WHAT'S IMPORTANT IS WHAT WE DO NOW.",
C09_Strings_SB/2728_Violet_Recruit_2.2,"IS IT TRUE... THAT HUMGRUMP IS... MOONBEARD'S BROTHER?",
C09_Strings_SB/2930_Pip_StealthIntro,"DATA CENTRE AHEAD! I'LL SNEAK THROUGH... @OPEN SIDE ACCESS FOR YOU BOTH ON THE OTHER SIDE. @WATCH ME SCURRY.",
C09_Strings_SB/2930a_StealthIntro_1,ANOTHER DATA CENTRE#LAY AHEAD OF THE#{125}TREACHEROUS TRIO,
C09_Strings_SB/2930a_StealthIntro_2,THE#COCKY RODENT#PREPARED#TO SNEAK HIS#WAY THROUGH#AGAIN,
C09_Strings_SB/2930a_StealthIntro_3,WITH AN#AIR OF SMUG#ARROGANCE#THAT WOULD#NO DOUBT#BE HIS#{125}UNDOING,
C09_Strings_SB/3132a_StealthOutro_1,ONCE AGAIN THE LITTLE#FURRY NUISANCE HAD#SOMEHOW MADE IT THROUGH,
C09_Strings_SB/3132a_StealthOutro_2,"AND, ONCE#AGAIN, GRANTED#ACCESS TO HIS#DRATTED#COLLEAGUES",
C09_Strings_SB/3132a_StealthOutro_3,THIS OUTCOME#WAS NOT GREAT,
C09_Strings_SB/3132a_StealthOutro_4,"AND RATHER#BROUGHT INTO#QUESTION THE#COMPETENCY#OF THE GUARDS,#AND THE#EFFECTIVENESS OF#THEIR TRAINING#CURRICULUM",
C09_Strings_SB/4142_Pip_Enter_1,"WELL, WE MADE IT PAST THE DATA CENTRE... BUT THIS THING HERE... @IT DOESN'T LOOK VERY SNEAK-PAST-ABLE.",
C09_Strings_SB/4142_Pip_Enter_2,"JOT... DOESN'T LOOK LIKE WE CAN STOP THIS MACHINE FROM HERE. @THIS CALLS FOR SOME PLUCKY POWER FROM OUTSIDE OUR WORLD. @MAYBE THERE'S ONE OF THOSE SPINNING PORTALS AROUND HERE? @HELPFUL THINGS APPEAR TO THOSE IN NEED, Y'KNOW...",
C09_Strings_SB/4142_Violet_Enter_1,"UMMMMMM... @NOPE. @I'LL BE KEEPING MY DISTANCE FROM THOSE LETHAL WHIZZING BLADES, THANKS...",
C09_Strings_SB/4142_Violet_PortalFound_1,"GOOD LUCK, JOT... @WE'LL BE RIGHT HERE WAITING FOR YOU.",
C09_Strings_SB/4142_Violet_PortalFound_2,"... @NOT A BAD IDEA! @BUT... GO EASY ON THE QUESTIONS ABOUT CHEESE THIS TIME, OK?",
C09_Strings_SB/4142_Pip_PortalFound_1,"THERE WE GO! @HEY... HUMGRUMP'S TROOPS SAID THEY'D STASHED YOUR ITEMS OUT THERE SOMEWHERE. @MAYBE... YOU CAN GET THEM BACK?",
C09_Strings_SB/4142_Pip_PortalFound_2,"I MEAN, THERE'S NOT REALLY ANYWHERE ELSE TO GO. @... @SO... VIOLET... @...TRIVIA QUIZ?",
C09_Strings_SB/4748_Pip_Enter,"HEY, LOOKS LIKE ANOTHER STORAGE ROOM!",
C09_Strings_SB/4748_Violet_Sticks_1,"LOOK THERE! THRASH'S DRUMSTICKS!",
C09_Strings_SB/4950_Pip_Enter,FOLLOW THAT RHYTHM!,
C09_Strings_SB/4748_Pip_Reminder,"DON'T FORGET TO GRAB THRASH'S STICKS!",
C09_Strings_SB/5152_Violet_Recruit_1,{200}THRASH!,
C09_Strings_SB/5152_Thrash_Recruit_1,{200}DUDES!,
C09_Strings_SB/5152_Thrash_Recruit_2,"{200}YOU'RE OK!",
C09_Strings_SB/5152_Pip_Recruit_1,"{200}WE'RE ALL OK!",
C09_Strings_SB/5152_Violet_Recruit_3,"I MEAN, OF COURSE WE ARE! @WHO'S GOING TO STOP THE MOJAM CREW? @NO-ONE! NO-ONE'S GOING TO MESS WITH THE MOJAM! @THE CREW! US! NOT EVEN... NOT ANYONE!",
C09_Strings_SB/5152_Thrash_Recruit_3,DID YOU SAY MOJAM?,
C09_Strings_SB/5152_Violet_Recruit_4,{200}I SAID IT!,
C09_Strings_SB/5152_Pip_Recruit_2,{200}SHE SAID IT!!!,
C09_Strings_SB/5152_Thrash_Recruit_4,"{200}LET'S DO IT!",
C09_Strings_SB/5152_Mojam,{200}MOJAM!!!!,
C09_Strings_SB/5152_Thrash_Join_1,PHEW! @GOT A BIT WORKED UP THERE.,
C09_Strings_SB/5152_Violet_Join_1,I FEEL LIGHT-HEADED...,
C09_Strings_SB/5152_Thrash_Join_2,"I THINK I'M JUST REALLY HAPPY TO SEE YOU ALL...",
C09_Strings_SB/5152_Pip_Join_1,"US TOO, THRASH",
C09_Strings_SB/5152_Violet_Join_2,"IT'S WONDERFUL...",
C09_Strings_SB/5152_Pip_Join_2,"THRASH, LEMME FILL YOU IN ON WHAT'S HAPPENED...",
C09_Strings_SB/5152_Thrash_Join_3,"I'VE ALREADY GOT THE LOWDOWN, PIP DUDE... @HUMGRUMP RULES ARTIA FROM HIS PALACE, QUEEN IMPRISONED... @BAD BUSINESS ALL AROUND. @I OVERHEARD THE GUARDS! @SO... @... @LET'S GO SMASH HUMGRUMP!",
C09_Strings_SB/5152_Violet_Join_3,{200}WOOOOOOOO!!!!,
C09_Strings_SB/5556a_Pip_Enter,"HEAVY DUTY PIPE... TRANSPORTING META MAGIC AROUND, NO DOUBT. @THAT GREEN STUFF HAS THE FUNNIEST PROPERTIES... @IT CAN POP THINGS RIGHT OUT OF THE BOOK... @AND EVEN TRANSFER THEM FROM PAGE TO PAGE... @AT LEAST, THAT'S WHAT MOONBEARD TOLD ME. @SOMETHING ABOUT PRESSING PAGES AGAINST EACH OTHER TO TRANSFER THINGS... @I WASN'T PAYING FULL ATTENTION, TO BE HONEST... @I WAS RATHER PECKISH, AND THINKING ABOUT CHEESE. @IT HAPPENS.",
C09_Strings_SB/5556a_Violet_React,HANG ON... HOW DID... THAT SECTION OF PIPE GET FROM... OVER THERE... @... TO...?,
C09_Strings_SB/5556a_Pip_React,"LET'S PRESS ON",
C09_Strings_SB/5556a_Thrash_React,"PLUCKY BUSINESS, VIOLET. @PLUCKY BUSINESS.",
C09_Strings_SB/5556_Thrash_BigSwitch_1,"WHOAH, THATS ONE BIG SWITCH.",
C09_Strings_SB/5556_Thrash_BigSwitch_2,"LOOKS LIKE WE'LL NEED SOMETHING HEAVIER THAN US FOUR.",
C09_Strings_SB/5556_Pip_BigSwitch_1,SEEMS LIKE IT OPENS THIS GATE HERE...,
C09_Strings_SB/5556_Pip_BigSwitch_2,...,
C09_Strings_SB/5556_Violet_BigSwitch_1,MAYBE WE COULD ALL STAND ON IT?,
C09_Strings_SB/5556_Violet_BigSwitch_2,WELL IT WAS WORTH A SHOT.,
C09_Strings_SB/5556_Thrash_Complete_1,THE CRATE GOT IT DONE!,
C09_Strings_SB/5556_Thrash_Complete_2,"THE POWER OF HEAVY METAL, DUDES.",
C09_Strings_SB/5556_Violet_Complete_1,WE WERE OUTSHONE BY A BIG BOX.,
C09_Strings_SB/5556_Violet_Complete_2,"OH... I APPROVE OF THE PUN, THRASH! GOOD ONE. ",
C09_Strings_SB/5556_Pip_Complete_1,"DON'T UNDERESTIMATE THE EFFECTIVENESS OF AN OVERSIZED CRATE.",
C09_Strings_SB/5556_Pip_Complete_2,"C'MON, LET'S SCRAM!",
C09_Strings_SB/6364_Pip_StealthApproach_1,HOLD UP! ANOTHER DATA CENTRE AHEAD!,
C09_Strings_SB/6364_Pip_StealthApproach_2,"TOOO MUCH... BUT IT SLOWS 'EM RIGHT DOWN... @WHICH IS GOOD FOR SPEEDY PIP!",
C09_Strings_SB/6364_Violet_StealthApproach_1,"PHEW, HOW MUCH PAPERWORK DO THESE GUYS NEED?",
C09_Strings_SB/6566_StealthIntro_1,THE {125}THIRD{100} DATA CENTRE#LAY AHEAD OF THE#BAND OF MISCREANTS,
C09_Strings_SB/6566_StealthIntro_2,ONCE AGAIN#THE WRETCHED#RODENT#PREPARED TO#SCUTTLE THROUGH.,
C09_Strings_SB/6566_StealthIntro_3,{125}HOWEVER{100}#THE GUARDS#WOULD NOW#CERTAINLY#APPREHEND#THEIR PREY,
C09_Strings_SB/6566_StealthIntro_4,HAVING RECENTLY#UNDERGONE EXTENSIVE#TRAINING IN THEIR#CORE COMPETENCIES,
C09_Strings_SB/6970_StealthOutro_1,"WELL WHAT A GREAT LOAD#OF GOOD ALL THE GUARD'S#TRAINING HAD DONE",
C09_Strings_SB/6970_StealthOutro_2,A STELLAR JOB#ALL ROUND#STOPPING THE#WRETCHED RODENT#FROM GETTING PAST#AND GRANTING#ACCESS TO HIS#CHUMS,
C09_Strings_SB/6970_StealthOutro_3,THE TROOPS WOULD#SURELY BE COMMENDING#EACH OTHER FOR THEIR#FLAWLESS PERFORMANCE,
C09_Strings_SB/6970_StealthOutro_4,FROM THE BOTTOM#OF THE PIT INTO#WHICH THEY WOULD#SOON BE BANISHED.,
C09_Strings_SB/7374_Violet_Enter_1,"GOOD SNEAKING, PIP!",
C09_Strings_SB/7374_Thrash_Enter_1,"IMPRESSED BY YOUR RHYTHM, DUDE!",
C09_Strings_SB/7374_Pip_Enter_1,"LOOK! OVER THERE... @THAT'S AN ELEVATOR!",
C09_Strings_SB/7374_Violet_Enter_2,?,
C09_Strings_SB/7374_Thrash_Enter_2,???,
C09_Strings_SB/7374_Pip_Enter_2,"AN ELEVATOR... @IT'S A BOX ON A STRING THAT GOES UP AND DOWN. @IT'S OUR WAY UP TO THE SURFACE! @IF WE CAN DEFEAT ALL THESE GRUMPS WE'LL BE ON OUR WAY OUT OF DEEPDOOM!",
C09_Strings_SB/7374_Violet_Enter_3,{150}FINALLY!{100},
C09_Strings_SB/7374_Thrash_Enter_3,I MISS THE SKY...,
C09_Strings_SB/7374_Pip_Enter_3,"C'MON, LET'S RUMBLE!",
C09_Strings_SB/7374_Pip_Exit_1,WE MADE IT!,
C09_Strings_SB/7374_Pip_Exit_2,"LET'S GO!",
C09_Strings_SB/7374_Thrash_Exit_1,METAL!!,
C09_Strings_SB/7374_Violet_Exit_1,ELEVATOR!,
C09_Strings_SB/081082_Violet_Enter_1,"THE PALACE... IT'S... HIDEOUS! @THAT HUMGRUMP... I HAVE NEVER KNOWN ANYONE WITH A WORSE SENSE OF AESTHETICS.",
C09_Strings_SB/081082_Thrash_Enter_1,MAJOR DOWNGRADE... ,
C09_Strings_SB/081082_Pip_Enter_1,"YEAHH... I MEAN... HUMGRUMP HAS VERY BAD TASTE. @WHICH IS FUNNY, BECAUSE MOONBEARD HAS SUCH GREAT STYLE.",
C09_Strings_SB/081082_Thrash_Enter_2,"I STILL CAN'T BELIEVE THEY'RE RELATED...",
C09_Strings_SB/081082_Violet_Enter_2,"WHAT'S HUMGRUMP'S DEAL WITH PLASTERING HIS LOGO EVERYWHERE? @IT'S SO... GARISH!",
C09_Strings_SB/081082_Thrash_Enter_3,"DUDE REALLY LOVES THAT MARK, HUH...",
C09_Strings_SB/081082_Violet_Enter_3,"WHAT'S IT SUPPOSED TO BE, ANYWAY?",
C09_Strings_SB/081082_Thrash_Enter_4,I ALWAYS THOUGHT IT WAS... AN AXE HEAD. YOU KNOW - SOMETHING SHARP AND NASTY.,
C09_Strings_SB/081082_Violet_Enter_4,"REALLY? IT'S GOT TO BE A 'H', FOR HUMGRUMP, RIGHT?",
C09_Strings_SB/081082_Pip_Enter_2,NOPE.,
C09_Strings_SB/081082_Pip_Enter_3,"IT'S NEITHER OF THOSE THINGS. @THE DESIGN... IT COMES FROM EVENTS IN HUMGRUMP'S PAST.",
C09_Strings_SB/081082_Pip_Explained_1,"AND THAT'S THE STORY BEHIND HUMGRUMP'S LOGO.",
C09_Strings_SB/081082_Violet_Explained_1,HE MUST HAVE BEEN A SENSITIVE SOUL. NOT ABLE TO GET OVER HIS REJECTION...,
C09_Strings_SB/081082_Thrash_Explained_1,"WHY DIDN'T HE JUST... YOU KNOW... TRY AND GET BETTER AT WRITING POETRY? @I WAS A RUBBISH DRUMMER AT FIRST. EVERYONE'S RUBBISH AT FIRST!",
C09_Strings_SB/081082_Pip_Explained_2,"HE WAS TOO PROUD FOR THAT... @BETTER TO BLAME THE WORLD THAN TRY AND IMPROVE HIMSELF. @MOONBEARD OFFERED HIS BROTHER HELP, BUT HUMGRUMP SAW THIS AS A HUMILIATION. @HE FLEW INTO A RAGE... HE SAID HE DIDN'T NEED ANY HELP... HE'D GO IT ALONE. @SO THAT'S WHAT HE DID. @EVEN NOW, SO MANY YEARS LATER... THE RESENTMENT AND ENVY STILL BURNS WITHIN HIM. @HE HAS TORN DOWN THE WORLD THAT REJECTED HIM, AND CREATED A NEW ONE OF HIS OWN. @A NEW TALE... ALL ABOUT HIM.",
C09_Strings_SB/081082_Thrash_Explained_2,WELL... IT SUCKS.,
C09_Strings_SB/081082_Violet_Explained_2,DEFINITELY PREFER HOW IT WAS BEFORE.,
C09_Strings_SB/081082_Pip_Explained_3,"AGREED. SO, WE HAVE TO TRY AND CHANGE THIS PLOTLINE BACK. @AND THAT MEANS CONFRONTING ITS STARRING CHARACTER... @HUMGRUMP! @COME ON... LET'S ENTER THE PALACE.",
C09_Strings_SB/091092_Pip_Enter_1,"WE'RE GETTING DEEP INTO HUMGRUMP'S DOMAIN NOW. @LET'S BE ON OUR TOES!",
C09_Strings_SB/093094_Violet_Comment_1,"UH... WELL, THIS IS A WEE BIT UNNERVING...",
C09_Strings_SB/099100_Violet_Entry_1,"OH THAT'S RIGHT! YOU HATE SNAKES, DON'T YOU, THRASH?",
C09_Strings_SB/099100_Pip_Entry_1,"I DON'T LOVE THEM.",
C09_Strings_SB/099100_Violet_Exit_1,YOU {125}THRASHED {100}THEM.,
C09_Strings_SB/099100_Violet_Exit_2,{75}DID YOU LIKE MY PUN?,
C09_Strings_SB/099100_Pip_Exit_1,I THINK WE TOOK CARE OF ALL OF THEM...,
C09_Strings_SB/103104_Thrash_Exit_1,LOOKS PRETTY DARK DOWN THERE.,
C09_Strings_SB/103104_Violet_Exit_1,"I MEAN... IT'S PRETTY DARK UP HERE TOO.",
C09_Strings_SB/103104_Pip_Exit_1,FAIR POINT. @WELL... THIS WAY LEADS TO HUMGRUMP. @SO WE DESCEND!,
C09_Strings_SB/109110_Pip_Enter_1,"WE'RE CLOSE. I CAN FEEL IT IN MY WHISKERS. @THERE'S SOMETHING... WAITING... THROUGH THAT DOOR. @THAT CREEPY OLD GRUMP IS RIGHT, YOU KNOW... @HE DOES CONTROL THE REALITY OF THE BOOK NOW. @I CAN'T LIE TO YOU... GOING UP AGAINST HIM... @OUR ODDS AREN'T... GREAT. @ARE YOU SURE YOU'RE READY TO STEP THROUGH THE DOOR?",
C09_Strings_SB/109110_Violet_Enter_1,"OUR CHANCES MAY BE SLIM... BUT... @I DON'T WANT TO LIVE IN ANY PLOTLINE THAT HUMGRUMP CONTROLS. @SO... @HOWEVER WE CAN STOP THAT... @THAT'S WHAT WE HAVE TO DO.",
C09_Strings_SB/109110_Thrash_Enter_1,"NOT TURNING BACK NOW. @WE'RE IN. @FOR ARTIA!",
C09_Strings_SB/109110_Pip_Enter_2,ALRIGHT. WELL... @HERE GOES NOTHING.,
C09_Strings_SB/127128_Violet_Enter_1,CAN WE...? @OH! WE CAN TALK AGAIN!,
C09_Strings_SB/127128_Thrash_Enter_1,{150}PHEW!!!{100}@THAT WAS THE FREAKIEST THING.,
C09_Strings_SB/127128_Pip_Enter_1,"AMAZING WORK, PEOPLE! @HUMGRUMP SERVED HARD, BUT WE SMASHED RIGHT BACK.",
C09_Strings_SB/127128_Thrash_Enter_2,THREE ROUNDS TO THE MOJAM CREW!,
C09_Strings_SB/127128_Violet_Enter_2,"THE GAME'S NOT OVER YET, THOUGH, IS IT? @I CAN STILL FEEL HIM WATCHING US...",
C09_Strings_SB/127128_Pip_Enter_2,"YOU'RE RIGHT. WE'RE ABOUT TO ENTER THE FINAL ROUND. @HE'S HERE... BEHIND THAT DOOR.",
C09_Strings_SB/127128_Violet_Enter_3,"THEN LET'S GO MEET HIM. @WHATEVER HAPPENS... I'M HAPPY TO HAVE MADE A STAND... @...WITH MY FRIENDS.",
C09_Strings_SB/127128_Thrash_Enter_3,SAME. @THE FINEST DUDES IN ALL OF MOJO.,
C09_Strings_SB/127128_Pip_Enter_3,"GAME FACES ON. @LET'S GO.",
C09_Strings_SB/129130_Humgrump_Approach_1,"OH! WHAT COULD IT BE? @I HEAR A STEP UPON MY FLOOR... @THE STEPPING FEET OF TRAITORS, FOUR.",
C09_Strings_SB/129130_Humgrump_Approach_2,LOOK... WHAT... CREPT... RIGHT THROUGH... @...MY DOOR.,
C09_Strings_SB/129130_Pip_Approach_1,"HUMGRUMP! @WE'RE HERE ON BEHALF OF THE PEOPLE OF MOJO! @WE'VE COME TO TAKE BACK THIS LAND!",
C09_Strings_SB/129130_Humgrump_Approach_3,"{150}OHHHHHHHHH.{100} @OH. OH. OH. I SEEEEEEEE. @WELL IF THE MOUSE SAYS SO... @THEN... I WILL HAVE TO GIVE IT SOME {125}SERIOUS{100} CONSIDERATION. @... @... @OK, I'VE SERIOUSLY CONSIDERED. @THE ANSWER IS... @THAT'S SERIOUSLY NOT HAPPENING.",
C09_Strings_SB/129130_Thrash_Trapped_1,OW. @BOGUS.,
C09_Strings_SB/129130_Pip_Trapped_1,"LET US GO, HUMGRUMP! @HAVEN'T YOU DONE ENOUGH HARM? @TO MOJO? TO... YOUR OWN BROTHER? @WHERE DOES IT END?",
C09_Strings_SB/129130_Humgrump_Trapped_1,"WELL, I'D SAY... THAT THIS STORY ENDS... HERE. @BUT NOT THE TALE ABOUT ME... OH NO, NO, NO... @THAT STILL HAS MANY MAGNIFICENT CHAPTERS STILL TO BE WRITTEN. @RATHER, THE ONE ABOUT THE PEPPY PROTEGES OF MY WONDERFUL BROTHER.",
C09_Strings_SB/129130_Humgrump_Trapped_2,"AMONG THEM... THE PLUCKY SQUIRE. @DIDN'T YOU USED TO BE SOMEONE? @YOU WERE QUITE THE STARRING CHARACTER AROUND THESE CHAPTERS. @FUNNY HOW THINGS CAN CHANGE. FROM HERO TO HAS-BEEN IN THE TURN OF A PAGE. @I WILL SO ENJOY GIVING YOUR TALE... @...ALL OF YOUR TALES... @A FITTING ENDING. @YOU SEE... YOU DO SO IRRITATE ME. @YOUR YOUTH, YOUR ENTITLEMENT... YOUR POTENTIAL... @IT WILL BE A PLEASURE TO END THAT POTENTIAL... RIGHT HERE AND NOW.",
C09_Strings_SB/129130_Humgrump_Trapped_3,"I WILL BURN YOU ALIVE, JUST LIKE I DID...",
C09_Strings_SB/129130_Moonbeard_Sleeping_1,AHA! FAST ASLEEP. @NAP TIME FOR THE GRUMPY BABY.,
C09_Strings_SB/129130_Moonbeard_Sleeping_2,YO!,
C09_Strings_SB/129130_Violet_Sleeping_1,{150}MOONBEARD!!!!!!{100},
C09_Strings_SB/129130_Moonbeard_Sleeping_3,"NOW... LET'S SEE WHAT WE CAN DO ABOUT THIS NASTY MAGICAL CAGE.",
